targetWord,answerWord,wordPairing,orig_img_img,iso_img_img,orig_img_txt,iso_img_txt
trumpet,flute,hard,0.6862687468528748,0.7752696871757507,0.2609109878540039,0.273599237203598
trumpet,violin,easy,0.6575625538825989,0.7536614537239075,0.244148388504982,0.22821541130542755
trumpet,coleslaw,distal,0.4761902391910553,0.548150360584259,0.16861331462860107,0.18190550804138184
tulip,rose,hard,0.8750724792480469,0.8194225430488586,0.2463476061820984,0.24733783304691315
tulip,glove,easy,0.6996091604232788,0.6291106939315796,0.19066111743450165,0.1878734529018402
tulip,hubcap,distal,0.571135401725769,0.7396191358566284,0.20152907073497772,0.20010337233543396
turbine,generator,hard,0.53238445520401,0.5612026453018188,0.20205646753311157,0.20717594027519226
turbine,tab,easy,0.630728006362915,0.6868153214454651,0.2132693976163864,0.22201190888881683
turbine,pesto,distal,0.4855160415172577,0.5332402586936951,0.1787988692522049,0.17808957397937775
turkey,goat,hard,0.7236973643302917,0.6361472010612488,0.21726547181606293,0.20936155319213867
turkey,swan,easy,0.7264127731323242,0.7341057658195496,0.23211455345153809,0.24271602928638458
turkey,pencil,distal,0.5921902060508728,0.6598097085952759,0.2065572738647461,0.2185489535331726
turtle,frog,hard,0.7396092414855957,0.7612875699996948,0.24589595198631287,0.2352863997220993
turtle,horse,easy,0.6329776048660278,0.6980167031288147,0.17350755631923676,0.1707896590232849
turtle,railing,distal,0.5553959012031555,0.6534668803215027,0.20591454207897186,0.20591454207897186
tuxedo,suit,hard,0.8331258296966553,0.8715037107467651,0.23245400190353394,0.23681487143039703
tuxedo,stroller,easy,0.5142455101013184,0.5799791812896729,0.15482504665851593,0.16643355786800385
tuxedo,moccasin,distal,0.5024460554122925,0.5668095350265503,0.1540396362543106,0.13979797065258026
typewriter,printer,hard,0.6539809107780457,0.6456642746925354,0.24616248905658722,0.24616248905658722
typewriter,sunglasses,easy,0.6365705728530884,0.6111013293266296,0.18240642547607422,0.18583187460899353
typewriter,drumstick,distal,0.6185474395751953,0.6422569155693054,0.19925999641418457,0.16545385122299194
watermelon,strawberry,hard,0.8328858613967896,0.8380403518676758,0.24258120357990265,0.24866421520709991
watermelon,screwdriver,easy,0.5629242062568665,0.6160333752632141,0.16443417966365814,0.1574607491493225
watermelon,crane,distal,0.5469493865966797,0.5572106242179871,0.14565366506576538,0.14410296082496643
waterwheel,pinwheel,hard,0.500298023223877,0.6846597194671631,0.21264567971229553,0.20269203186035156
waterwheel,target,easy,0.6461400985717773,0.7614216804504395,0.20913878083229065,0.21023567020893097
waterwheel,boa,distal,0.565959095954895,0.7275638580322266,0.19570717215538025,0.20096148550510406
