Word	uniqueID	work_time_mean	category	member	typicality_score	N_ratings
trumpet	trumpet	63978.26087	musical instrument	trumpet	0.742624224	46
piano	piano	65468.08511000001	musical instrument	piano	0.815197568	47
bell	bell	92372.09302	musical instrument	bell	0.211517165	43
bassoon	bassoon	110842.1053	musical instrument	bassoon	0.152725564	38
accordion	accordion	76979.16666999999	musical instrument	accordion	0.34375	48
harmonica	harmonica	101978.2609	musical instrument	harmonica	0.505098344	46
organ	organ	73369.56522	musical instrument	organ	0.41576087	46
cow	cow	77866.66667	farm animal	cow	0.807936508	45
rooster	rooster	81311.11111	farm animal	rooster	0.600793651	45
horse	horse	72500.0	farm animal	horse	0.535714286	42
calf	calf1	66813.95349	farm animal	calf (cattle)	0.641196013	43
goat	goat	76906.97674	farm animal	goat	0.509966777	43
donkey	donkey	73568.18182000001	farm animal	donkey	0.260551948	44
lamb	lamb	66441.86047	farm animal	lamb	0.386627907	43
ram	ram	63756.09756	farm animal	ram	0.12804878	41
rabbit	rabbit	79659.09091	farm animal	rabbit	0.234577922	44
goose	goose	75976.19048	farm animal	goose	0.200255102	42
bull	bull	75933.33333	farm animal	bull	0.386111111	45
sheep	sheep	67431.81817999999	farm animal	sheep	0.538961039	44
bison	bison	85119.04762	farm animal	bison	0.096513605	42
chicken	chicken2	70042.55319	farm animal	chicken (animal)	0.747340426	47
pig	pig	86461.53846	farm animal	pig	0.695512821	39
piglet	piglet	60772.72727	farm animal	piglet	0.463068182	44
duck	duck	78150.0	farm animal	duck	0.253571429	40
turkey	turkey	62731.70732	farm animal	turkey	0.320121951	41
breakfast	breakfast	60558.13953	breakfast food	breakfast	0.416860465	43
yogurt	yogurt	56225.0	breakfast food	yogurt	0.425446429	40
muffin	muffin	57547.61905	breakfast food	muffin	0.559098639	42
sausage	sausage	56813.95349	breakfast food	sausage	0.571013289	43
grits	grits	68170.73171	breakfast food	grits	0.348286876	41
maple syrup	maple_syrup	66954.54544999999	breakfast food	maple syrup	0.388744589	44
peanut butter	peanut_butter	56658.53659	breakfast food	peanut butter	0.158536585	41
crepe	crepe	58975.60976	breakfast food	crepe	0.308943089	41
hamburger	hamburger	74954.54544999999	breakfast food	hamburger	0.140151515	44
french fries	french_fries	70307.69231	breakfast food	french fries	0.061965812	39
oatmeal	oatmeal	67533.33333000001	breakfast food	oatmeal	0.669444444	45
toast	toast	78477.27273	breakfast food	toast	0.628409091	44
waffle	waffle	63883.72093	breakfast food	waffle	0.672757475	43
croissant	croissant	62533.33333	breakfast food	croissant	0.433333333	45
sandwich	sandwich	58608.69565	breakfast food	sandwich	0.239130435	46
scrambled egg	scrambled_egg	63045.45455	breakfast food	scrambled egg	0.701677489	44
omelet	omelet	70275.0	breakfast food	omelet	0.631696429	40
roll	roll	62840.90909	breakfast food	roll	0.189393939	44
bread	bread	70900.0	breakfast food	bread	0.378720238	40
granola	granola	73523.80952	breakfast food	granola	0.461309524	42
bacon	bacon	68000.0	breakfast food	bacon	0.722883598	45
egg	egg	74652.17391	breakfast food	egg	0.809782609	46
marmalade	marmalade	64250.0	breakfast food	marmalade	0.20211039	44
cream cheese	cream_cheese	62363.63636	breakfast food	cream cheese	0.278409091	44
jam	jam	72340.90909	breakfast food	jam	0.338068182	44
ham	ham	58282.05128	breakfast food	ham	0.336538462	39
scone	scone	61146.34146	breakfast food	scone	0.290505226	41
cereal	cereal	53000.0	breakfast food	cereal	0.772009967	43
pancake	pancake	61750.0	breakfast food	pancake	0.696022727	44
pastry	pastry	62675.0	breakfast food	pastry	0.37797619	40
hash	hash	71525.0	breakfast food	hash	0.296875	40
syrup	syrup	66377.77778	breakfast food	syrup	0.410714286	45
honey	honey	52422.22222	breakfast food	honey	0.194444444	45
donut	donut	63050.0	breakfast food	donut	0.516964286	40
bagel	bagel	67473.68421	breakfast food	bagel	0.595394737	38
vegetable	vegetable	76818.18182000001	vegetable	vegetable	0.644615801	44
carrot	carrot	77340.42553000001	vegetable	carrot	0.779255319	47
cauliflower	cauliflower	70000.0	vegetable	cauliflower	0.603174603	45
kale	kale	83382.97872	vegetable	kale	0.457294833	47
squash	squash	65386.36364	vegetable	squash	0.485660173	44
sweet potato	sweet_potato	75062.5	vegetable	sweet potato	0.426959325	48
scallion	scallion	73227.27273	vegetable	scallion	0.24607684	44
chickpea	chickpea	80904.7619	vegetable	chickpea	0.171853741	42
spinach	spinach	106021.2766	vegetable	spinach	0.647973658	47
green beans	green_beans	69818.18182000001	vegetable	green beans	0.701001082	44
onion	onion	79282.6087	vegetable	onion	0.643297101	46
pea	pea	83413.04348	vegetable	pea	0.580745342	46
bell pepper	bell_pepper	82914.89362	vegetable	bell pepper	0.535334347	47
pepper	pepper2	61222.22222	vegetable	pepper (vegetable)	0.494312169	45
artichoke	artichoke	78177.77778	vegetable	artichoke	0.342460317	45
rhubarb	rhubarb	79813.95349	vegetable	rhubarb	0.081395349	43
bok choy	bok_choy	79232.55814	vegetable	bok choy	0.175387597	43
corn	corn	90568.18182	vegetable	corn	0.719561688	44
cilantro	cilantro	99136.36364	vegetable	cilantro	0.145698052	44
cucumber	cucumber	73888.88889	vegetable	cucumber	0.596031746	45
radish	radish	83477.27273	vegetable	radish	0.359577922	44
pumpkin	pumpkin	86260.86957	vegetable	pumpkin	0.360895445	46
sprouts	sprouts	67086.95652	vegetable	sprouts	0.304347826	46
parsley	parsley	80869.56522	vegetable	parsley	0.176630435	46
potato	potato	66187.5	vegetable	potato	0.602827381	48
arugula	arugula	69395.34883999999	vegetable	arugula	0.226744186	43
leek	leek	72878.04878	vegetable	leek	0.228658537	41
okra	okra	81673.46939	vegetable	okra	0.239067055	49
lettuce	lettuce	59893.61702	vegetable	lettuce	0.699848024	47
cabbage	cabbage	64458.33333	vegetable	cabbage	0.501364087	48
jalapeno	jalapeno	73800.0	vegetable	jalapeno	0.232275132	45
garlic	garlic	64255.81395	vegetable	garlic	0.27948505	43
gourd	gourd	82075.0	vegetable	gourd	0.151041667	40
broccoli	broccoli	63522.72727	vegetable	broccoli	0.748863636	44
eggplant	eggplant	72111.11111	vegetable	eggplant	0.376322751	45
tomato	tomato	71729.16666999999	vegetable	tomato	0.604166667	48
asparagus	asparagus	95272.72727	vegetable	asparagus	0.51663961	44
beet	beet	74590.90909	vegetable	beet	0.353246753	44
celery	celery	85380.95238	vegetable	celery	0.556122449	42
brussels sprouts	brussels_sprouts	101239.1304	vegetable	brussels sprouts	0.501164596	46
chive	chive	86333.33333000001	vegetable	chive	0.158333333	45
zucchini	zucchini	69000.0	vegetable	zucchini	0.538690476	42
chair	chair	66977.77778	furniture	chair	0.75026455	45
bench	bench	94680.85106	furniture	bench	0.459219858	47
loveseat	loveseat	83044.44444	furniture	loveseat	0.672486772	45
rocking chair	rocking_chair	74804.34783	furniture	rocking chair	0.504528986	46
sofa bed	sofa_bed	78050.0	furniture	sofa bed	0.583928571	40
highchair	highchair	62697.67442	furniture	highchair	0.332641196	43
closet	closet	81800.0	furniture	closet	0.201636905	40
counter	counter	82978.26087	furniture	counter	0.253493789	46
bed	bed	71761.90475999999	furniture	bed	0.764880952	42
bookshelf	bookshelf	74088.88889	furniture	bookshelf	0.577910053	45
coffee table	coffee_table	73688.88889	furniture	coffee table	0.703968254	45
beanbag	beanbag	73065.21739	furniture	beanbag	0.248447205	46
coat rack	coat_rack	65916.66666999999	furniture	coat rack	0.282118056	48
crib	crib	78130.43478	furniture	crib	0.416666667	46
lectern	lectern	71852.94118000001	furniture	lectern	0.082107843	34
workbench	workbench	80191.48936	furniture	workbench	0.183510638	47
chest	chest2	63066.66667	furniture	chest (box)	0.414417989	45
footrest	footrest	68707.31707	furniture	footrest	0.343205575	41
step stool	step_stool	58477.27273	furniture	step stool	0.260551948	44
air mattress	air_mattress	94136.36364	furniture	air mattress	0.248376623	44
dresser	dresser	65680.85106	furniture	dresser	0.665653495	47
recliner	recliner	81297.87234	furniture	recliner	0.706306991	47
stool	stool	83355.55556	furniture	stool	0.467857143	45
table	table	80234.04255	furniture	table	0.768490375	47
hammock	hammock	69636.36364	furniture	hammock	0.178977273	44
rack	rack1	94750.0	furniture	rack (frame)	0.173295455	44
bassinet	bassinet	74139.53488	furniture	bassinet	0.257890365	43
shelf	shelf	74413.04348	furniture	shelf	0.466614907	46
couch	couch	79090.90909	furniture	couch	0.796942641	44
nightstand	nightstand	83255.81395000001	furniture	nightstand	0.621262458	43
cot	cot	69808.51064	furniture	cot	0.238981763	47
mattress	mattress	61583.33333	furniture	mattress	0.53125	48
filing cabinet	filing_cabinet	92489.3617	furniture	filing cabinet	0.265957447	47
rack	rack2	86772.72727	furniture	rack (display)	0.251623377	44
ottoman	ottoman	80558.13953	furniture	ottoman	0.455149502	43
desk	desk	65906.97674	furniture	desk	0.677325581	43
cabinet	cabinet	60318.18182	furniture	cabinet	0.473349567	44
throne	throne	67787.87878999999	furniture	throne	0.126623377	33
bunkbed	bunkbed	76159.09091	furniture	bunkbed	0.450622294	44
earplug	earplug	80000.0	safety equipment	earplug	0.548015873	45
smoke alarm	smoke_alarm	81311.11111	safety equipment	smoke alarm	0.478968254	45
mouthpiece	mouthpiece	80021.2766	safety equipment	mouthpiece	0.359042553	47
fire alarm	fire_alarm	71878.04878	safety equipment	fire alarm	0.487369338	41
lifesaver	lifesaver	96025.0	safety equipment	lifesaver	0.391071429	40
parachute	parachute	90844.44444	safety equipment	parachute	0.363095238	45
lab coat	lab_coat	100395.3488	safety equipment	lab coat	0.292358804	43
armor	armor	81375.0	safety equipment	armor	0.221428571	40
life jacket	life_jacket	64232.55814	safety equipment	life jacket	0.646594684	43
gas mask	gas_mask	116767.4419	safety equipment	gas mask	0.424003322	43
coverall	coverall	87000.0	safety equipment	coverall	0.181547619	42
face mask	face_mask	101936.1702	safety equipment	face mask	0.636398176	47
helmet	helmet	111512.8205	safety equipment	helmet	0.703754579	39
harness	harness	91418.60465	safety equipment	harness	0.441860465	43
seatbelt	seatbelt	87023.80952	safety equipment	seatbelt	0.677295918	42
extinguisher	extinguisher	84022.22222	safety equipment	extinguisher	0.508333333	45
bulletproof vest	bulletproof_vest	84222.22222000001	safety equipment	bulletproof vest	0.442460317	45
kneepad	kneepad	82047.61905	safety equipment	kneepad	0.447278912	42
football helmet	football_helmet	73022.22222	safety equipment	football helmet	0.499603175	45
spacesuit	spacesuit	74021.73913	safety equipment	spacesuit	0.076086957	46
shield	shield	105326.087	safety equipment	shield	0.369565217	46
candy	candy	60954.54545	candy	candy	0.730113636	44
chocolate	chocolate	64652.173910000005	candy	chocolate	0.695781573	46
candy bar	candy_bar	71804.87805	candy	candy bar	0.721544715	41
gumdrop	gumdrop	76238.09524000001	candy	gumdrop	0.327380952	42
licorice	licorice	69500.0	candy	licorice	0.349404762	40
taffy	taffy	71022.22222	candy	taffy	0.363888889	45
cotton candy	cotton_candy	70562.5	candy	cotton candy	0.360119048	48
marshmallow	marshmallow	62733.33333	candy	marshmallow	0.147222222	45
caramel	caramel	57595.2381	candy	caramel	0.434098639	42
lollipop	lollipop	54333.33333	candy	lollipop	0.633928571	42
candy cane	candy_cane	64674.4186	candy	candy cane	0.427048726	43
fudge	fudge	66575.0	candy	fudge	0.290625	40
gumball	gumball	63488.37209	candy	gumball	0.383028793	43
gum	gum	77951.21951	candy	gum	0.293699187	41
peppermint	peppermint	68733.33333	candy	peppermint	0.286111111	45
jelly bean	jelly_bean	63272.72727	candy	jelly bean	0.546401515	44
jetski	jetski	63925.0	watercraft	jetski	0.527410714	40
kayak	kayak	83891.30435	watercraft	kayak	0.462732919	46
yacht	yacht	89400.0	watercraft	yacht	0.597589286	40
tugboat	tugboat	84186.04651	watercraft	tugboat	0.404069767	43
gondola	gondola	87116.27907	watercraft	gondola	0.159883721	43
seaplane	seaplane	82439.02439	watercraft	seaplane	0.201219512	41
torpedo	torpedo	82571.42856999999	watercraft	torpedo	0.0625	42
aircraft carrier	aircraft_carrier	89536.58537	watercraft	aircraft carrier	0.245993031	41
ship	ship	83804.34783	watercraft	ship	0.714208075	46
ferry	ferry	74973.68421	watercraft	ferry	0.378759398	38
raft	raft	107434.7826	watercraft	raft	0.452199793	46
hovercraft	hovercraft	74375.0	watercraft	hovercraft	0.2	40
sailboat	sailboat	93142.85714	watercraft	sailboat	0.682539683	42
cruise ship	cruise_ship	94571.42857	watercraft	cruise ship	0.590901361	42
canoe	canoe	78613.63636	watercraft	canoe	0.457792208	44
speedboat	speedboat	110536.5854	watercraft	speedboat	0.644018583	41
airboat	airboat	115578.9474	watercraft	airboat	0.326315789	38
submarine	submarine	100071.4286	watercraft	submarine	0.374121315	42
boat	boat	108025.641	watercraft	boat	0.790018315	39
rifle	rifle	98260.86957	weapon	rifle	0.771350932	46
axe	axe	66911.11111	weapon	axe	0.475396825	45
cleaver	cleaver	94565.21739	weapon	cleaver	0.363483437	46
chainsaw	chainsaw	69521.73913	weapon	chainsaw	0.326475155	46
whip	whip	68413.04348	weapon	whip	0.241149068	46
baseball bat	baseball_bat	90282.6087	weapon	baseball bat	0.480978261	46
flamethrower	flamethrower	68452.38095	weapon	flamethrower	0.370323129	42
boomerang	boomerang	100878.0488	weapon	boomerang	0.140243902	41
bow	bow2	70522.72727	weapon	bow (weapon)	0.566558442	44
sword	sword	78800.0	weapon	sword	0.764285714	40
brass knuckles	brass_knuckles	86318.18182000001	weapon	brass knuckles	0.480113636	44
arrow	arrow	82318.18182000001	weapon	arrow	0.567640693	44
slingshot	slingshot	64913.04348	weapon	slingshot	0.367753623	46
landmine	landmine	72500.0	weapon	landmine	0.287267081	46
bat	bat2	72688.88889	weapon	bat (sports)	0.461111111	45
machine gun	machine_gun	87936.17021	weapon	machine gun	0.791413374	47
baton	baton2	86521.73913	weapon	baton (police)	0.50621118	46
crossbow	crossbow	92021.73913	weapon	crossbow	0.564829193	46
torpedo	torpedo	89444.44443999999	weapon	torpedo	0.336111111	45
cannonball	cannonball	75625.0	weapon	cannonball	0.263392857	40
icepick	icepick	81911.11111	weapon	icepick	0.248412698	45
dart	dart	90222.22222	weapon	dart	0.278968254	45
pocketknife	pocketknife	88025.0	weapon	pocketknife	0.545982143	40
scissors	scissors	92977.27273	weapon	scissors	0.176136364	44
bomb	bomb	79604.65116000001	weapon	bomb	0.615448505	43
knife	knife	64297.87234	weapon	knife	0.766717325	47
scalpel	scalpel	63066.66667	weapon	scalpel	0.167857143	45
catapult	catapult	70534.88372	weapon	catapult	0.157807309	43
gun	gun	76111.11111	weapon	gun	0.845079365	45
bullet	bullet	82521.73913	weapon	bullet	0.651319876	46
crowbar	crowbar	64021.27659999999	weapon	crowbar	0.354483283	47
dynamite	dynamite	69414.63415	weapon	dynamite	0.321718931	41
grenade	grenade	61600.0	weapon	grenade	0.587301587	45
cannon	cannon	65413.04348	weapon	cannon	0.472826087	46
bazooka	bazooka	84113.63636	weapon	bazooka	0.460227273	44
revolver	revolver	82090.90909	weapon	revolver	0.76663961	44
machete	machete	75166.66666999999	weapon	machete	0.501612103	48
pitchfork	pitchfork	70173.91304	weapon	pitchfork	0.285714286	46
spear	spear	69288.88889	weapon	spear	0.548280423	45
pickax	pickax	74146.34146	weapon	pickax	0.265563298	41
blowtorch	blowtorch	68733.33333	weapon	blowtorch	0.164285714	45
missile	missile	61863.63636	weapon	missile	0.435470779	44
blowgun	blowgun	89256.41025999999	weapon	blowgun	0.241758242	39
tank	tank1	76239.13043	weapon	tank (vehicle)	0.436335404	46
dagger	dagger	62425.53191	weapon	dagger	0.613221884	47
hammer	hammer	100760.8696	weapon	hammer	0.376035197	46
razor blade	razor_blade	67410.25641	weapon	razor blade	0.31456044	39
trident	trident	74906.97674	weapon	trident	0.125	43
candlestick	candlestick	72022.72727	home decor	candlestick	0.612012987	44
hourglass	hourglass	78829.78722999999	home decor	hourglass	0.281914894	47
rug	rug	95918.91892	home decor	rug	0.766216216	37
birdcage	birdcage	77651.16279	home decor	birdcage	0.274916944	43
wind chimes	wind_chimes	106822.2222	home decor	wind chimes	0.45	45
candelabra	candelabra	103170.7317	home decor	candelabra	0.454703833	41
pinecone	pinecone	94386.36364	home decor	pinecone	0.20275974	44
centerpiece	centerpiece	75883.72093	home decor	centerpiece	0.618826135	43
lampshade	lampshade	82880.95238	home decor	lampshade	0.621173469	42
poster	poster	71148.93617	home decor	poster	0.538399189	47
cornucopia	cornucopia	69625.0	home decor	cornucopia	0.179017857	40
cuckoo clock	cuckoo_clock	73937.5	home decor	cuckoo clock	0.355952381	48
crystal ball	crystal_ball	108627.907	home decor	crystal ball	0.147840532	43
candle	candle	85000.0	home decor	candle	0.707936508	45
frame	frame	95950.0	home decor	frame	0.667172619	40
stained glass	stained_glass	81666.66666999999	home decor	stained glass	0.380634921	45
birdbath	birdbath	81936.17021	home decor	birdbath	0.254432624	47
pinwheel	pinwheel	74250.0	home decor	pinwheel	0.117857143	40
wreath	wreath	83000.0	home decor	wreath	0.561180124	46
chandelier	chandelier	98914.89362	home decor	chandelier	0.686170213	47
aquarium	aquarium	73800.0	home decor	aquarium	0.352380952	45
gourd	gourd	73333.33333000001	home decor	gourd	0.156462585	42
abacus	abacus	56179.48718	home decor	abacus	0.070512821	39
pillow	pillow	65930.23255999999	home decor	pillow	0.732973422	43
tapestry	tapestry	95260.86957	home decor	tapestry	0.476397516	46
mirror	mirror	89190.47619	home decor	mirror	0.725878685	42
vase	vase	80512.19512	home decor	vase	0.709465738	41
coaster	coaster	74558.13953	home decor	coaster	0.476052049	43
statue	statue	101813.9535	home decor	statue	0.403792913	43
album	album	87520.83333000001	home decor	album	0.32328869	48
lamp	lamp	67227.27273	home decor	lamp	0.800378788	44
curtain	curtain	91760.86957	home decor	curtain	0.770341615	46
figurine	figurine	112525.0	home decor	figurine	0.526130952	40
globe	globe	123282.6087	home decor	globe	0.375905797	46
doily	doily	87902.43902	home decor	doily	0.302264808	41
bonsai	bonsai	73476.19048	home decor	bonsai	0.337755102	42
weather vane	weather_vane	100297.2973	home decor	weather vane	0.16023166	37
wallpaper	wallpaper	60382.97872	home decor	wallpaper	0.677558257	47
doorknocker	doorknocker	78244.44443999999	home decor	doorknocker	0.329232804	45
potpourri	potpourri	63538.46154	home decor	potpourri	0.347832723	39
christmas tree	christmas_tree	77347.82609	home decor	christmas tree	0.408385093	46
scarecrow	scarecrow	93812.5	home decor	scarecrow	0.090525794	48
place mat	place_mat	89340.90909	home decor	place mat	0.569669913	44
birdhouse	birdhouse	89976.74419000001	home decor	birdhouse	0.290005537	43
terrarium	terrarium	71000.0	home decor	terrarium	0.272321429	40
bracelet	bracelet2	73707.31707	jewelry	bracelet (jewelry)	0.660133566	41
crown	crown	74829.26829	jewelry	crown	0.226916376	41
cufflink	cufflink	68157.89474	jewelry	cufflink	0.262531328	38
pocket watch	pocket_watch	71957.44681	jewelry	pocket watch	0.210233029	47
brooch	brooch	68078.94737	jewelry	brooch	0.317199248	38
jewelry	jewelry	77128.20513	jewelry	jewelry	0.594017094	39
anklet	anklet	81953.48837	jewelry	anklet	0.377574751	43
barrette	barrette	83441.17647	jewelry	barrette	0.169117647	34
ring	ring	62750.0	jewelry	ring	0.741071429	44
earring	earring	66090.90909	jewelry	earring	0.728409091	44
watch	watch	74065.21739	jewelry	watch	0.500543478	46
tiara	tiara	72733.33333	jewelry	tiara	0.259920635	45
locket	locket	74000.0	jewelry	locket	0.423809524	45
necklace	necklace	63777.77778	jewelry	necklace	0.770873016	45
hairpin	hairpin	67619.04762	jewelry	hairpin	0.224489796	42
padlock	padlock	76100.0	fastener	padlock	0.294285714	40
buckle	buckle	65772.72727	fastener	buckle	0.597402597	44
hook	hook1	65121.95122	fastener	hook (door catch)	0.408826945	41
safety pin	safety_pin	70659.57446999999	fastener	safety pin	0.555851064	47
knot	knot	71780.4878	fastener	knot	0.448170732	41
tack	tack	66625.0	fastener	tack	0.320870536	32
paperclip	paperclip	70179.48718	fastener	paperclip	0.55982906	39
button	button1	75725.0	fastener	button (textiles)	0.537946429	40
strap	strap	85342.10526	fastener	strap	0.500469925	38
barrette	barrette	81270.27027	fastener	barrette	0.258526384	37
peg	peg	78422.22222	fastener	peg	0.165079365	45
bow	bow1	79073.17073	fastener	bow (knot)	0.465069686	41
thumbtack	thumbtack	85333.33333000001	fastener	thumbtack	0.375	42
clasp	clasp	60595.2381	fastener	clasp	0.543792517	42
clothespin	clothespin	72813.95349	fastener	clothespin	0.42248062	43
nail	nail	64605.26316000001	fastener	nail	0.355263158	38
screw	screw	76431.81817999999	fastener	screw	0.550730519	44
latch	latch	71461.53846	fastener	latch	0.455128205	39
chain	chain	77951.21951	fastener	chain	0.406794425	41
combination lock	combination_lock	65046.51163	fastener	combination lock	0.289700997	43
pin	pin	82564.10256	fastener	pin	0.5	39
bolt	bolt	63000.0	fastener	bolt	0.455925325	44
staple	staple	77902.43902	fastener	staple	0.548780488	41
zipper	zipper	72133.33333	fastener	zipper	0.611111111	45
gasket	gasket	59833.33333	fastener	gasket	0.094246032	36
belt buckle	belt_buckle	71186.04651	fastener	belt buckle	0.561184939	43
rubber band	rubber_band	76636.36364	fastener	rubber band	0.403409091	44
hairpin	hairpin	72363.63636	fastener	hairpin	0.337662338	44
velcro	velcro	75952.38095	fastener	velcro	0.553004535	42
cufflink	cufflink	82295.45455000001	fastener	cufflink	0.221590909	44
tape	tape	75326.08696	fastener	tape	0.60313147	46
lock	lock	66976.74419000001	fastener	lock	0.469684385	43
car	car	76521.73913	vehicle	car	0.861801242	46
van	van	82021.73913	vehicle	van	0.787137681	46
firetruck	firetruck	72162.7907	vehicle	firetruck	0.655869324	43
jeep	jeep	75581.39534999999	vehicle	jeep	0.737790698	43
ambulance	ambulance	77166.66666999999	vehicle	ambulance	0.635204082	42
quad	quad	82023.80952	vehicle	quad	0.420493197	42
cruise ship	cruise_ship	93088.88889	vehicle	cruise ship	0.410714286	45
tugboat	tugboat	90627.90698	vehicle	tugboat	0.298311185	43
kayak	kayak	74250.0	vehicle	kayak	0.216145833	48
scooter	scooter	68717.3913	vehicle	scooter	0.500698758	46
rickshaw	rickshaw	94562.5	vehicle	rickshaw	0.180245536	32
snowmobile	snowmobile	75954.54544999999	vehicle	snowmobile	0.465638528	44
rocket	rocket	83200.0	vehicle	rocket	0.136772487	45
skateboard	skateboard	80111.11111	vehicle	skateboard	0.287962963	45
yacht	yacht	118266.6667	vehicle	yacht	0.401455026	45
aircraft carrier	aircraft_carrier	95295.45455	vehicle	aircraft carrier	0.299648268	44
submarine	submarine	89521.73913	vehicle	submarine	0.284937888	46
speedboat	speedboat	79891.30435	vehicle	speedboat	0.448628364	46
motorcycle	motorcycle	101977.7778	vehicle	motorcycle	0.732407407	45
camper	camper	80976.74419000001	vehicle	camper	0.50982835	43
snowplow	snowplow	98813.95349	vehicle	snowplow	0.39576412	43
tricycle	tricycle	87288.88889	vehicle	tricycle	0.335714286	45
trolley	trolley	94681.81818	vehicle	trolley	0.391369048	44
bus	bus	102159.0909	vehicle	bus	0.786796537	44
ferry	ferry	95088.88889	vehicle	ferry	0.392063492	45
carriage	carriage	84217.3913	vehicle	carriage	0.302795031	46
chariot	chariot	67418.60465000001	vehicle	chariot	0.168189369	43
bike	bike	100377.7778	vehicle	bike	0.477380952	45
sailboat	sailboat	84021.73913	vehicle	sailboat	0.400491718	46
gondola	gondola	78634.14634	vehicle	gondola	0.165650407	41
train	train	92957.44681	vehicle	train	0.595364742	47
raft	raft	74239.13043	vehicle	raft	0.214673913	46
subway	subway	81558.13953	vehicle	subway	0.446843854	43
bulldozer	bulldozer	79465.11628	vehicle	bulldozer	0.382059801	43
humvee	humvee	69526.31579	vehicle	humvee	0.558740602	38
steamroller	steamroller	89044.44444	vehicle	steamroller	0.221031746	45
taxi	taxi	109568.1818	vehicle	taxi	0.743100649	44
cart	cart	87702.12766	vehicle	cart	0.246453901	47
airboat	airboat	75048.78049	vehicle	airboat	0.211382114	41
police car	police_car	80204.08163	vehicle	police car	0.725655977	49
buggy	buggy	86065.21739	vehicle	buggy	0.332298137	46
helicopter	helicopter	75076.92308	vehicle	helicopter	0.499084249	39
limousine	limousine	73463.41463	vehicle	limousine	0.638211382	41
canoe	canoe	82347.82609	vehicle	canoe	0.25	46
truck	truck	66142.85714000001	vehicle	truck	0.838435374	42
garbage truck	garbage_truck	97697.67442	vehicle	garbage truck	0.615033223	43
forklift	forklift	93933.33333	vehicle	forklift	0.351984127	45
boat	boat	85854.16666999999	vehicle	boat	0.506473214	48
school bus	school_bus	100750.0	vehicle	school bus	0.724553571	40
wagon	wagon	85500.0	vehicle	wagon	0.344979296	46
hot-air balloon	hot-air_balloon	93613.63636	vehicle	hot-air balloon	0.188717532	44
station wagon	station_wagon	73863.63636	vehicle	station wagon	0.752840909	44
golf cart	golf_cart	78785.71429	vehicle	golf cart	0.522959184	42
airplane	airplane	83422.22222	vehicle	airplane	0.57989418	45
minivan	minivan	88707.31707	vehicle	minivan	0.807926829	41
dirt bike	dirt_bike	84522.72727	vehicle	dirt bike	0.55762987	44
stroller	stroller	79272.72727	vehicle	stroller	0.206304113	44
hovercraft	hovercraft	72534.88372	vehicle	hovercraft	0.23089701	43
seaplane	seaplane	85936.17021	vehicle	seaplane	0.302051672	47
jetski	jetski	82800.0	vehicle	jetski	0.286160714	40
roadsweeper	roadsweeper	74976.19048	vehicle	roadsweeper	0.350623583	42
jet	jet	94136.36364	vehicle	jet	0.489448052	44
hearse	hearse	81128.20513	vehicle	hearse	0.445512821	39
wheelchair	wheelchair	66309.52381	vehicle	wheelchair	0.164965986	42
ship	ship	78195.12195	vehicle	ship	0.471689895	41
unicycle	unicycle	80466.66666999999	vehicle	unicycle	0.16031746	45
space shuttle	space_shuttle	103804.878	vehicle	space shuttle	0.253919861	41
go-kart	go-kart	103250.0	vehicle	go-kart	0.500446429	40
tractor	tractor	96361.70213	vehicle	tractor	0.574721378	47
sled	sled	94090.90909	vehicle	sled	0.166801948	44
fish	fish	61046.51163	sea animal	fish	0.780426357	43
turtle	turtle	83404.7619	sea animal	turtle	0.538690476	42
shrimp	shrimp	74478.26087	sea animal	shrimp	0.529114907	46
sea urchin	sea_urchin	91395.34884	sea animal	sea urchin	0.308139535	43
oyster	oyster	63755.55556	sea animal	oyster	0.362222222	45
snail	snail	72808.51064	sea animal	snail	0.156914894	47
barnacle	barnacle	71955.55556	sea animal	barnacle	0.080555556	45
coral	coral	68232.55814	sea animal	coral	0.13372093	43
dolphin	dolphin	73204.54544999999	sea animal	dolphin	0.780844156	44
starfish	starfish	69369.56522	sea animal	starfish	0.55318323	46
catfish	catfish	91711.11111	sea animal	catfish	0.314021164	45
jellyfish	jellyfish	79292.68293	sea animal	jellyfish	0.530487805	41
sardine	sardine	75404.7619	sea animal	sardine	0.256377551	42
shark	shark	64363.63636	sea animal	shark	0.775568182	44
crab	crab	87255.81395000001	sea animal	crab	0.593023256	43
scallop	scallop	64418.60465000001	sea animal	scallop	0.186046512	43
seahorse	seahorse	76068.18182000001	sea animal	seahorse	0.471590909	44
clam	clam	81083.33333000001	sea animal	clam	0.357886905	48
eel	eel	85833.33333000001	sea animal	eel	0.393707483	42
lobster	lobster	67822.22222	sea animal	lobster	0.57037037	45
swordfish	swordfish	63511.11111	sea animal	swordfish	0.402777778	45
manatee	manatee	72311.11111	sea animal	manatee	0.341137566	45
octopus	octopus	76400.0	sea animal	octopus	0.653333333	45
mussel	mussel	88000.0	sea animal	mussel	0.219512195	41
stingray	stingray	68488.88889	sea animal	stingray	0.492592593	45
whale	whale	71208.33333000001	sea animal	whale	0.680009921	48
walrus	walrus	79340.90909	sea animal	walrus	0.362012987	44
seal	seal	84794.87179	sea animal	seal	0.485042735	39
blowfish	blowfish	69372.09302	sea animal	blowfish	0.327242525	43
squid	squid	58666.66667	sea animal	squid	0.465728716	33
