targetWord,trial,option,answerWord,img_idx,tgt_idx,sim_img_img,sim_img_txt,sim_txt_txt,wordPairing,AoA_Est_Word2,AoA_Est_Word1,AoA_Bin,AoA_Bin_Name,phon_sim,log_freq_target_word,superordinate_category_target_word,concreteness_target_word,log_freq_answer_word,superordinate_category_answer_word,concreteness_answer_word,mean_typicality
kimono,45,image4,cable,180,177,0.440185546875,0.1285400390625,0.5244140625,distal,9.2,11.37,3,Difficult Words,0.125,4.02535169073515,clothing,4.43,7.011213987350367,NA,4.74,0.2593706825
koala,46,image2,panda,182,181,0.7333984375,0.1983642578125,0.8251953125,hard,5.67,6,1,Easy Words,0.16666666666666663,3.4657359027997265,animal,4.77,4.6913478822291435,animal,4.75,0.424426714
koala,46,image3,bee,183,181,0.6689453125,0.147216796875,0.76025390625,easy,5,6,1,Easy Words,0,3.4657359027997265,animal,4.77,6.270988431858299,"animal, insect",4.88,0.424426714
koala,46,image4,backscratcher,184,181,0.498779296875,0.1861572265625,0.56396484375,distal,6.63,6,1,Easy Words,0.18181818181818177,3.4657359027997265,animal,4.77,1.791759469228055,tool,4.58,0.424426714
latch,47,image2,lock,186,185,0.87451171875,0.301513671875,0.91357421875,hard,5.74,8,2,Harder Words,0.25,4.59511985013459,NA,4.79,7.9676267393338165,NA,4.65,0.4627102065
latch,47,image3,microwave,187,185,0.6630859375,0.2275390625,0.763671875,easy,7.67,8,2,Harder Words,0,4.59511985013459,NA,4.79,5.298317366548036,"electronic device, kitchen appliance",4.34,0.4627102065
latch,47,image4,umbrella,188,185,0.64794921875,0.2139892578125,0.68310546875,distal,5.68,8,2,Harder Words,0,4.59511985013459,NA,4.79,5.948034989180646,NA,5,0.4627102065
locker,48,image2,cabinet,190,189,0.52197265625,0.204345703125,0.8232421875,hard,6.06,8.22,2,Harder Words,0.1428571428571429,6.704414354964107,container,4.67,6.054439346269371,"furniture, container",4.89,0.444072421
locker,48,image3,basket,191,189,0.50048828125,0.1695556640625,0.74609375,easy,5.67,8.22,2,Harder Words,0.16666666666666663,6.704414354964107,container,4.67,6.511745329644728,container,5,0.444072421
locker,48,image4,gargoyle,192,189,0.56640625,0.189453125,0.61572265625,distal,10.18,8.22,2,Harder Words,0.1428571428571429,6.704414354964107,container,4.67,3.332204510175204,NA,4.85,0.444072421
lollipop,49,image2,candy,194,193,0.67578125,0.216064453125,0.8564453125,hard,4,3.89,1,Easy Words,0,4.5217885770490405,food,4.96,7.509883061154913,food,4.83,0.46875
lollipop,49,image3,doorbell,195,193,0.53076171875,0.157958984375,0.7197265625,easy,5.05,3.89,1,Easy Words,0,4.5217885770490405,food,4.96,6.054439346269371,NA,4.82,0.46875
lollipop,49,image4,crumb,196,193,0.57421875,0.1549072265625,0.66259765625,distal,5.89,3.89,1,Easy Words,0,4.5217885770490405,food,4.96,4.532599493153256,food,4.8,0.46875
mandolin,50,image2,gourd,198,197,0.50634765625,0.1866455078125,0.79443359375,hard,10.65,12.39,3,Difficult Words,0.125,3.2188758248682006,musical instrument,4.76,3.2188758248682006,"home decor, vegetable",4.86,0.20212766
mandolin,50,image3,mast,199,197,0.6103515625,0.1988525390625,0.7333984375,easy,10.59,12.39,3,Difficult Words,0.25,3.2188758248682006,musical instrument,4.76,4.430816798843313,NA,4.92,0.20212766
mandolin,50,image4,seismograph,200,197,0.60595703125,0.16259765625,0.61767578125,distal,10.65,12.39,3,Difficult Words,0.09999999999999998,3.2188758248682006,musical instrument,4.76,1.3862943611198906,NA,4.54,0.20212766
map,51,image2,marker,202,201,0.5869140625,0.15673828125,0.84521484375,hard,4.89,5.6,1,Easy Words,0.16666666666666663,7.392647520721623,NA,4.93,5.5909869805108565,tool,4.62,NA
map,51,image3,ruby,203,201,0.54736328125,0.1741943359375,0.74462890625,easy,6.829166000000001,5.6,1,Easy Words,0,7.392647520721623,NA,4.93,6.410174881966167,NA,4.77,NA
map,51,image4,dishwasher,204,201,0.53271484375,0.1331787109375,0.65869140625,distal,7.16,5.6,1,Easy Words,0,7.392647520721623,NA,4.93,4.6443908991413725,"electronic device, kitchen appliance",4.86,NA
marshmallow,52,image2,snowball,206,205,0.61279296875,0.23583984375,0.849609375,hard,4.74,3.8,1,Easy Words,0.11111111111111116,4.356708826689592,food,4.85,4.276666119016055,NA,4.93,0.269845583
marshmallow,52,image3,dryer,207,205,0.501953125,0.1912841796875,0.75341796875,easy,6.16,3.8,1,Easy Words,0.11111111111111116,4.356708826689592,food,4.85,5.44673737166631,electronic device,4.79,0.269845583
marshmallow,52,image4,rooster,208,205,0.54345703125,0.1458740234375,0.64599609375,distal,6.41,3.8,1,Easy Words,0.11111111111111116,4.356708826689592,food,4.85,5.288267030694535,"animal, bird",4.75,0.269845583
mulch,53,image2,compost,210,209,0.68115234375,0.246337890625,0.81787109375,hard,9.72,9.22,3,Difficult Words,0.125,3.1354942159291497,NA,4.59,3.367295829986474,NA,4.46,NA
mulch,53,image3,clarinet,211,209,0.5517578125,0.1920166015625,0.69580078125,easy,9.22,9.22,3,Difficult Words,0,3.1354942159291497,NA,4.59,4.394449154672439,musical instrument,4.92,NA
mulch,53,image4,lantern,212,209,0.6181640625,0.1898193359375,0.63330078125,distal,8.55,9.22,3,Difficult Words,0.1428571428571429,3.1354942159291497,NA,4.59,4.6443908991413725,NA,5,NA
net,54,image2,tee,214,213,0.65478515625,0.1773681640625,0.6826171875,hard,8.21,7,2,Harder Words,0,6.677083461247136,NA,4.53,4.709530201312334,sports equipment,4.59,NA
net,54,image3,domino,215,213,0.568359375,0.1851806640625,0.5751953125,easy,6.17,7,2,Harder Words,0.1428571428571429,6.677083461247136,NA,4.53,5.327876168789581,NA,4.59,NA
net,54,image4,hydrant,216,213,0.58984375,0.1141357421875,0.482421875,distal,6.89,7,2,Harder Words,0.125,6.677083461247136,NA,4.53,3.970291913552122,NA,4.76,NA
oatmeal,55,image2,cereal,218,217,0.83251953125,0.2666015625,0.88671875,hard,4.44,4.5,1,Easy Words,0.2857142857142857,5.135798437050262,food,4.93,5.783825182329737,food,4.83,0.650392512
oatmeal,55,image3,collar,219,217,0.445556640625,0.182373046875,0.75146484375,easy,6.56,4.5,1,Easy Words,0.1428571428571429,5.135798437050262,food,4.93,6.285998094508865,NA,4.64,0.650392512
oatmeal,55,image4,aquarium,220,217,0.5126953125,0.178955078125,0.68212890625,distal,6.84,4.5,1,Easy Words,0.25,5.135798437050262,food,4.93,4.955827057601261,"home decor, container",4.77,0.650392512
oil,56,image2,gel,222,221,0.6171875,0.2025146484375,0.87255859375,hard,7.21,7.33,2,Harder Words,0.25,7.647786045440933,NA,4.93,4.430816798843313,NA,4.72,NA
oil,56,image3,grain,223,221,0.61181640625,0.2073974609375,0.83056640625,easy,7.44,7.33,2,Harder Words,0.19999999999999996,7.647786045440933,NA,4.93,5.497168225293202,food,4.8,NA
oil,56,image4,bassinet,224,221,0.5576171875,0.1763916015625,0.67578125,distal,9.18,7.33,2,Harder Words,0.1428571428571429,7.647786045440933,NA,4.93,2.9444389791664403,furniture,4.71,NA
omelet,57,image2,pancake,226,225,0.7744140625,0.243408203125,0.85107421875,hard,4.26,6.5,2,Harder Words,0,4.804021044733257,food,4.93,5.313205979041787,food,4.86,0.66425247
omelet,57,image3,clay,227,225,0.52490234375,0.192626953125,0.7548828125,easy,5.32,6.5,2,Harder Words,0.19999999999999996,4.804021044733257,food,4.93,6.418364935936212,NA,4.93,0.66425247
omelet,57,image4,trunk,228,225,0.495849609375,0.129638671875,0.6494140625,distal,8.3,6.5,2,Harder Words,0,4.804021044733257,food,4.93,6.918695219020472,container,4.71,0.66425247
otter,58,image2,beaver,230,229,0.896484375,0.28125,0.83837890625,hard,5.21,5.47,1,Easy Words,0.4,4.248495242049359,animal,4.86,5.5093883366279774,animal,4.68,0.36702575049999997
otter,58,image3,goose,231,229,0.7353515625,0.1531982421875,0.75244140625,easy,5.15,5.47,1,Easy Words,0,4.248495242049359,animal,4.86,6.501289670540389,"animal, bird, food",4.81,0.36702575049999997
otter,58,image4,tablecloth,232,229,0.411865234375,0.153564453125,0.62890625,distal,6.26,5.47,1,Easy Words,0.09999999999999998,4.248495242049359,animal,4.86,3.8918202981106265,NA,4.85,0.36702575049999997
pajamas,59,image2,pants,234,233,0.736328125,0.208251953125,0.814453125,hard,3.2271,3.4828680000000003,1,Easy Words,0.125,5.697093486505405,clothing,4.73,8.005367067316664,clothing,4.86,0.668118467
pajamas,59,image3,cage,235,233,0.44189453125,0.1298828125,0.6650390625,easy,5.06,3.4828680000000003,1,Easy Words,0.125,5.697093486505405,clothing,4.73,6.942156705699469,container,5,0.668118467
pajamas,59,image4,groundhog,236,233,0.40380859375,0.153076171875,0.599609375,distal,6,3.4828680000000003,1,Easy Words,0,5.697093486505405,clothing,4.73,4.343805421853684,animal,4.93,0.668118467
parsley,60,image2,basil,238,237,0.79736328125,0.25537109375,0.81005859375,hard,10.132836,8.95,3,Difficult Words,0,3.784189633918261,"plant, food, vegetable",4.77,4.248495242049359,"plant, food",4.76,0.20907368933333334
parsley,60,image3,tiara,239,237,0.54443359375,0.218994140625,0.7060546875,easy,6.77,8.95,3,Difficult Words,0.16666666666666663,3.784189633918261,"plant, food, vegetable",4.77,4.5217885770490405,clothing,4.89,0.20907368933333334
parsley,60,image4,kayak,240,237,0.498291015625,0.1650390625,0.6435546875,distal,8.8,8.95,3,Difficult Words,0,3.784189633918261,"plant, food, vegetable",4.77,3.295836866004329,vehicle,4.7,0.20907368933333334
pie,61,image2,pizza,242,241,0.69482421875,0.2210693359375,0.8896484375,hard,4.67,3.67,1,Easy Words,0.19999999999999996,7.2909747781429814,"food, dessert",4.92,7.444248649496705,food,5,0.6445481605000001
pie,61,image3,flashlight,243,241,0.466552734375,0.1593017578125,0.77490234375,easy,5.61,3.67,1,Easy Words,0.25,7.2909747781429814,"food, dessert",4.92,5.713732805509369,NA,5,0.6445481605000001
pie,61,image4,sweater,244,241,0.5341796875,0.18359375,0.72998046875,distal,5.22,3.67,1,Easy Words,0,7.2909747781429814,"food, dessert",4.92,6.558197802812269,clothing,4.78,0.6445481605000001
pistachio,62,image2,avocado,246,245,0.80615234375,0.2445068359375,0.83935546875,hard,9.29,8.74,3,Difficult Words,0.2222222222222222,4.356708826689592,food,4.93,4.143134726391533,"food, fruit",4.89,0.301948052
pistachio,62,image3,taco,247,245,0.58984375,0.1671142578125,0.7978515625,easy,7.72,8.74,3,Difficult Words,0.33333333333333337,4.356708826689592,food,4.93,5.0689042022202315,food,4.93,0.301948052
pistachio,62,image4,bagpipe,248,245,0.483154296875,0.16015625,0.61328125,distal,9.33,8.74,3,Difficult Words,0.11111111111111116,4.356708826689592,food,4.93,2.772588722239781,musical instrument,4.97,0.301948052
pitcher,63,image2,batter,250,249,0.64599609375,0.26416015625,0.84912109375,hard,7.05,6.42,2,Harder Words,0.33333333333333337,5.111987788356544,container,4.93,5.318119993844216,food,4.41,0.601136364
pitcher,63,image3,tumbleweed,251,249,0.578125,0.2142333984375,0.64599609375,easy,7.95,6.42,2,Harder Words,0.11111111111111116,5.111987788356544,container,4.93,3.1354942159291497,plant,4.84,0.601136364
pitcher,63,image4,medal,252,249,0.642578125,0.2158203125,0.6689453125,distal,6.83,6.42,2,Harder Words,0.16666666666666663,5.111987788356544,container,4.93,6.3818160174060985,NA,4.89,0.601136364
potato,64,image2,pot,254,253,0.57666015625,0.189697265625,0.8935546875,hard,5.95,4.84,1,Easy Words,0.25,6.3578422665081,"food, vegetable",4.85,7.047517221357296,container,4.81,0.6696861155
potato,64,image3,glasses,255,253,0.5224609375,0.1875,0.7490234375,easy,4.346085,4.84,1,Easy Words,0,6.3578422665081,"food, vegetable",4.85,7.432483807917119,clothing accessory,4.9,0.6696861155
potato,64,image4,dragonfly,256,253,0.50537109375,0.16064453125,0.70703125,distal,6.8,4.84,1,Easy Words,0,6.3578422665081,"food, vegetable",4.85,4.983606621708336,"animal, insect",4.83,0.6696861155
prism,65,image2,radar,258,257,0.541015625,0.1898193359375,0.830078125,hard,9.53,9.781155,3,Difficult Words,0.16666666666666663,3.7376696182833684,NA,4.47,7.502186486602924,NA,4.57,0.163431677
prism,65,image3,subway,259,257,0.45751953125,0.1986083984375,0.701171875,easy,7.68,9.781155,3,Difficult Words,0,3.7376696182833684,NA,4.47,6.304448802421981,vehicle,4.86,0.163431677
prism,65,image4,chinchilla,260,257,0.475830078125,0.1671142578125,0.66455078125,distal,12.67,9.781155,3,Difficult Words,0.11111111111111116,3.7376696182833684,NA,4.47,3.332204510175204,animal,4.72,0.163431677
prune,66,image2,raisin,262,261,0.82080078125,0.251708984375,0.8515625,hard,5.05,7.85,2,Harder Words,0.16666666666666663,4.330733340286331,"food, fruit",4.7,4.430816798843313,"food, fruit",4.97,0.2013265305
prune,66,image3,headrest,263,261,0.51318359375,0.19775390625,0.736328125,easy,7.68,7.85,2,Harder Words,0.1428571428571429,4.330733340286331,"food, fruit",4.7,1.9459101490553132,part of car,4.8,0.2013265305
prune,66,image4,jukebox,264,261,0.4697265625,0.163818359375,0.666015625,distal,7.42,7.85,2,Harder Words,0.125,4.330733340286331,"food, fruit",4.7,4.762173934797756,electronic device,4.93,0.2013265305
puddle,67,image2,bubble,266,265,0.56494140625,0.2164306640625,0.84814453125,hard,3.79,5.37,1,Easy Words,0.6,4.605170185988092,NA,4.67,6.013715156042802,NA,4.6,NA
puddle,67,image3,baseball,267,265,0.498046875,0.197509765625,0.75,easy,4.83,5.37,1,Easy Words,0.1428571428571429,4.605170185988092,NA,4.67,7.161622002939187,sports equipment,4.86,NA
puddle,67,image4,salami,268,265,0.443115234375,0.1461181640625,0.66748046875,distal,7.18,5.37,1,Easy Words,0,4.605170185988092,NA,4.67,4.74493212836325,food,4.78,NA
pump,68,image2,plug,270,269,0.62353515625,0.1982421875,0.8994140625,hard,6.05,6.06,2,Harder Words,0.25,6.470799503782602,NA,4.31,6.2766434893416445,NA,4.64,0.147416413
pump,68,image3,coat,271,269,0.61181640625,0.19091796875,0.77978515625,easy,3.58,6.06,2,Harder Words,0,6.470799503782602,NA,4.31,7.671826797878781,clothing,4.97,0.147416413
pump,68,image4,scarf,272,269,0.61279296875,0.16845703125,0.70263671875,distal,5.68,6.06,2,Harder Words,0,6.470799503782602,NA,4.31,5.480638923341991,"clothing, clothing accessory",4.97,0.147416413
rice,69,image2,dice,274,273,0.56787109375,0.2139892578125,0.892578125,hard,6.37,3.72,1,Easy Words,0.75,6.646390514847729,food,4.86,6.280395838960195,NA,4.86,0.733307453
rice,69,image3,box,275,273,0.58935546875,0.187744140625,0.837890625,easy,4.3,3.72,1,Easy Words,0.25,6.646390514847729,food,4.86,8.429017500512511,container,4.9,0.733307453
rice,69,image4,bedpost,276,273,0.47509765625,0.18994140625,0.72705078125,distal,6.62,3.72,1,Easy Words,0.125,6.646390514847729,food,4.86,2.833213344056216,NA,4.79,0.733307453
saddle,70,image2,handle,278,277,0.572265625,0.215087890625,0.87060546875,hard,6.3,6.42,2,Harder Words,0.6666666666666667,5.991464547107982,sports equipment,4.85,8.61794309451638,NA,4.57,0.248660714
saddle,70,image3,figurine,279,277,0.55224609375,0.2069091796875,0.79931640625,easy,9,6.42,2,Harder Words,0,5.991464547107982,sports equipment,4.85,2.70805020110221,home decor,4.86,0.248660714
saddle,70,image4,broccoli,280,277,0.47607421875,0.19384765625,0.705078125,distal,5.2,6.42,2,Harder Words,0.2857142857142857,5.991464547107982,sports equipment,4.85,4.762173934797756,"plant, food, vegetable",4.87,0.248660714
sandbag,71,image2,sandpaper,282,281,0.66552734375,0.264892578125,0.85302734375,hard,6.33,7.83,2,Harder Words,0.4,2.995732273553991,container,4.68,3.1354942159291497,tool,4.85,0.221938776
sandbag,71,image3,valve,283,281,0.6630859375,0.212646484375,0.75390625,easy,10.78,7.83,2,Harder Words,0.1428571428571429,2.995732273553991,container,4.68,5.5134287461649825,NA,4.83,0.221938776
sandbag,71,image4,octopus,284,281,0.56201171875,0.1793212890625,0.66015625,distal,6.26,7.83,2,Harder Words,0,2.995732273553991,container,4.68,4.605170185988092,"animal, food",5,0.221938776
sauerkraut,72,image2,potpourri,286,285,0.55615234375,0.18896484375,0.779296875,hard,10.15,9.26,3,Difficult Words,0.09999999999999998,3.9512437185814275,food,4.54,3.2188758248682006,home decor,4.59,0.269756839
sauerkraut,72,image3,dashboard,287,285,0.445556640625,0.16748046875,0.654296875,easy,9.21,9.26,3,Difficult Words,0.09999999999999998,3.9512437185814275,food,4.54,3.9318256327243257,part of car,4.61,0.269756839
sauerkraut,72,image4,clove,288,285,0.58154296875,0.19140625,0.5927734375,distal,10.88,9.26,3,Difficult Words,0.19999999999999996,3.9512437185814275,food,4.54,3.295836866004329,food,4.42,0.269756839
scaffolding,73,image2,satellite,290,289,0.60546875,0.1964111328125,0.8115234375,hard,11.68,11.22,3,Difficult Words,0.4,2.5649493574615367,NA,4.83,6.683360945766275,NA,4.73,0.441202091
scaffolding,73,image3,veil,291,289,0.5751953125,0.1807861328125,0.70751953125,easy,9.69,11.22,3,Difficult Words,0.09999999999999998,2.5649493574615367,NA,4.83,5.0238805208462765,clothing,4.45,0.441202091
scaffolding,73,image4,antelope,292,289,0.55517578125,0.1715087890625,0.65380859375,distal,8.39,11.22,3,Difficult Words,0.19999999999999996,2.5649493574615367,NA,4.83,3.9318256327243257,animal,5,0.441202091
scoop,74,image2,sauce,294,293,0.56005859375,0.21630859375,0.923828125,hard,5.37,5.14,1,Easy Words,0.25,5.66988092298052,"kitchen tool, tool",4.15,6.679599185844383,food,4.75,0.315798643
scoop,74,image3,statue,295,293,0.53466796875,0.1942138671875,0.79296875,easy,7.55,5.14,1,Easy Words,0.16666666666666663,5.66988092298052,"kitchen tool, tool",4.15,6.293419278846481,home decor,4.93,0.315798643
scoop,74,image4,cauliflower,296,293,0.509765625,0.200927734375,0.7333984375,distal,6.18,5.14,1,Easy Words,0,5.66988092298052,"kitchen tool, tool",4.15,3.367295829986474,"food, vegetable",5,0.315798643
seagull,75,image2,pigeon,298,297,0.81884765625,0.2435302734375,0.87451171875,hard,6.21,5.42,1,Easy Words,0,4.143134726391533,"animal, bird",5,5.71042701737487,"animal, bird",4.71,0.5089501355
seagull,75,image3,lobster,299,297,0.603515625,0.134521484375,0.72314453125,easy,7.44,5.42,1,Easy Words,0,4.143134726391533,"animal, bird",5,5.926926025970411,"animal, food",4.86,0.5089501355
seagull,75,image4,perfume,300,297,0.403564453125,0.1475830078125,0.65771484375,distal,7.06,5.42,1,Easy Words,0,4.143134726391533,"animal, bird",5,6.369900982828227,NA,4.66,0.5089501355
ship,76,image2,boat,302,301,0.6826171875,0.274169921875,0.91796875,hard,3.84,5.33,1,Easy Words,0,8.52595469708481,vehicle,4.87,8.494129251817686,vehicle,4.93,0.592948985
ship,76,image3,nose,303,301,0.45263671875,0.1842041015625,0.85400390625,easy,2.95,5.33,1,Easy Words,0,8.52595469708481,vehicle,4.87,8.17695386822578,body part,4.89,0.592948985
ship,76,image4,zucchini,304,301,0.489990234375,0.2113037109375,0.73486328125,distal,6.79,5.33,1,Easy Words,0,8.52595469708481,vehicle,4.87,3.912023005428146,"food, vegetable",4.87,0.592948985
shower,77,image2,soap,306,305,0.490234375,0.18701171875,0.85107421875,hard,3.17,4.72,1,Easy Words,0.19999999999999996,7.6487397889562425,NA,4.89,6.654152520183219,NA,4.93,NA
shower,77,image3,toe,307,305,0.5634765625,0.1929931640625,0.7333984375,easy,3,4.72,1,Easy Words,0.19999999999999996,7.6487397889562425,NA,4.89,6.473890696352274,body part,4.93,NA
shower,77,image4,cantaloupe,308,305,0.489013671875,0.174560546875,0.6767578125,distal,7.22,4.72,1,Easy Words,0.11111111111111116,7.6487397889562425,NA,4.89,3.6635616461296463,"food, fruit",4.76,NA
silverware,78,image2,trophy,310,309,0.57080078125,0.256591796875,0.89111328125,hard,5.55,5.89,1,Easy Words,0,4.700480365792417,NA,4.66,5.955837369464831,NA,4.89,NA
silverware,78,image3,garlic,311,309,0.63427734375,0.195068359375,0.7587890625,easy,6.89,5.89,1,Easy Words,0.11111111111111116,4.700480365792417,NA,4.66,5.726847747587197,"food, vegetable",4.89,NA
silverware,78,image4,eggnog,312,309,0.54150390625,0.193603515625,0.70654296875,distal,7.45,5.89,1,Easy Words,0,4.700480365792417,NA,4.66,4.382026634673881,drink,5,NA
sink,79,image2,toilet,314,313,0.86474609375,0.2412109375,0.849609375,hard,3.54,4.47,1,Easy Words,0.16666666666666663,6.761572768804055,NA,4.74,7.29641326877392,NA,4.97,NA
sink,79,image3,stair,315,313,0.66943359375,0.2039794921875,0.75244140625,easy,3.84,4.47,1,Easy Words,0.25,6.761572768804055,NA,4.74,4.248495242049359,NA,4.93,NA
sink,79,image4,knitting,316,313,0.537109375,0.162353515625,0.68896484375,distal,7.244789000000001,4.47,1,Easy Words,0.19999999999999996,6.761572768804055,NA,4.74,4.7535901911063645,NA,4.14,NA
ski,80,image2,ice,318,317,0.58349609375,0.218017578125,0.87158203125,hard,3.86,6.68,2,Harder Words,0,6.025865973825314,sports equipment,4.63,8.30844552038576,NA,4.89,0.5
ski,80,image3,suitcase,319,317,0.61279296875,0.16650390625,0.74365234375,easy,8.22,6.68,2,Harder Words,0.2857142857142857,6.025865973825314,sports equipment,4.63,6.52795791762255,container,4.97,0.5
ski,80,image4,pincushion,320,317,0.4599609375,0.1734619140625,0.66845703125,distal,8.56,6.68,2,Harder Words,0.125,6.025865973825314,sports equipment,4.63,2.302585092994046,NA,4.69,0.5
sloth,81,image2,donkey,322,321,0.669921875,0.166015625,0.79931640625,hard,6,8.37,3,Difficult Words,0,4.31748811353631,animal,4.83,5.6131281063880705,animal,5,0.3190927125
sloth,81,image3,clam,323,321,0.576171875,0.1461181640625,0.77978515625,easy,7.37,8.37,3,Difficult Words,0.25,4.31748811353631,animal,4.83,5.303304908059076,"animal, food",4.89,0.3190927125
sloth,81,image4,incense,324,321,0.55029296875,0.1402587890625,0.65625,distal,10.45,8.37,3,Difficult Words,0.16666666666666663,4.31748811353631,animal,4.83,4.532599493153256,NA,4.04,0.3190927125
snail,82,image2,worm,326,325,0.685546875,0.2186279296875,0.86669921875,hard,3.89,5.79,1,Easy Words,0,4.51085950651685,animal,4.93,6.248042874508429,animal,4.9,0.230461111
snail,82,image3,cow,327,325,0.650390625,0.1761474609375,0.76318359375,easy,3.94,5.79,1,Easy Words,0,4.51085950651685,animal,4.93,7.171656822768514,animal,4.96,0.230461111
snail,82,image4,visor,328,325,0.484130859375,0.20556640625,0.68310546875,distal,7.83,5.79,1,Easy Words,0,4.51085950651685,animal,4.93,3.4339872044851463,"clothing, clothing accessory",4.66,0.230461111
sorbet,83,image2,palette,330,329,0.60791015625,0.188720703125,0.79443359375,hard,10.5,12,3,Difficult Words,0,2.70805020110221,"food, dessert",4.43,3.4011973816621555,NA,4.3,0.2979851535
sorbet,83,image3,tamale,331,329,0.607421875,0.193603515625,0.7119140625,easy,10.56,12,3,Difficult Words,0,2.70805020110221,"food, dessert",4.43,2.5649493574615367,food,4.86,0.2979851535
sorbet,83,image4,chive,332,329,0.5654296875,0.1815185546875,0.6689453125,distal,11.070652,12,3,Difficult Words,0,2.70805020110221,"food, dessert",4.43,0,"plant, food, vegetable",4.81,0.2979851535
spatula,84,image2,paddle,334,333,0.6630859375,0.2489013671875,0.83251953125,hard,6.58,7.32,2,Harder Words,0.5,4.04305126783455,"kitchen tool, tool",4.96,5.2574953720277815,sports equipment,4.8,0.510015528
spatula,84,image3,lava,335,333,0.56884765625,0.195556640625,0.67138671875,easy,6.44,7.32,2,Harder Words,0.125,4.04305126783455,"kitchen tool, tool",4.96,5.176149732573829,NA,4.82,0.510015528
spatula,84,image4,pheasant,336,333,0.4453125,0.180908203125,0.66455078125,distal,9.68,7.32,2,Harder Words,0.125,4.04305126783455,"kitchen tool, tool",4.96,3.7376696182833684,"animal, bird",4.75,0.510015528
sprinkler,85,image2,sparkler,338,337,0.57421875,0.2208251953125,0.83935546875,hard,6.26,5.53,1,Easy Words,0.6666666666666667,3.871201010907891,NA,4.89,1.3862943611198906,NA,4.68,NA
sprinkler,85,image3,flower,339,337,0.55419921875,0.218994140625,0.787109375,easy,3.11,5.53,1,Easy Words,0.2222222222222222,3.871201010907891,NA,4.89,7.057897937411856,plant,5,NA
sprinkler,85,image4,charcoal,340,337,0.59423828125,0.1903076171875,0.68798828125,distal,8,5.53,1,Easy Words,0.11111111111111116,3.871201010907891,NA,4.89,4.51085950651685,NA,4.85,NA
squash,86,image2,pumpkin,342,341,0.81201171875,0.256591796875,0.8583984375,hard,4.78,6.94,2,Harder Words,0,5.4116460518550396,"food, vegetable",4.7,6.317164686747284,"food, vegetable",4.9,0.46253908099999996
squash,86,image3,branch,343,341,0.62646484375,0.178955078125,0.7509765625,easy,5.11,6.94,2,Harder Words,0.16666666666666663,5.4116460518550396,"food, vegetable",4.7,6.244166900663736,NA,4.9,0.46253908099999996
squash,86,image4,gazelle,344,341,0.4794921875,0.174072265625,0.6953125,distal,9.37,6.94,2,Harder Words,0,5.4116460518550396,"food, vegetable",4.7,4.143134726391533,animal,4.72,0.46253908099999996
squirrel,87,image2,monkey,346,345,0.6796875,0.2066650390625,0.873046875,hard,4.21,4.44,1,Easy Words,0,5.634789603169249,animal,4.89,7.444248649496705,animal,4.9,0.6189042475
squirrel,87,image3,eagle,347,345,0.66943359375,0.2034912109375,0.8291015625,easy,5.83,4.44,1,Easy Words,0.19999999999999996,5.634789603169249,animal,4.89,6.375024819828097,"animal, bird",5,0.6189042475
squirrel,87,image4,shorts,348,345,0.55810546875,0.184326171875,0.70068359375,distal,3.95,4.44,1,Easy Words,0,5.634789603169249,animal,4.89,6.175867270105761,clothing,4.82,0.6189042475
stew,88,image2,soup,350,349,0.77880859375,0.227783203125,0.888671875,hard,5.37,6.95,2,Harder Words,0.33333333333333337,5.796057750765372,food,4.43,7.1592919047975645,food,4.72,0.575698758
stew,88,image3,mixer,351,349,0.6015625,0.186767578125,0.8076171875,easy,7.05,6.95,2,Harder Words,0.16666666666666663,5.796057750765372,food,4.43,4.02535169073515,"electronic device, kitchen appliance",4.33,0.575698758
stew,88,image4,orchid,352,349,0.5634765625,0.1700439453125,0.6953125,distal,9.76,6.95,2,Harder Words,0,5.796057750765372,food,4.43,4.709530201312334,plant,4.92,0.575698758
stretcher,89,image2,drill,354,353,0.55224609375,0.2083740234375,0.83447265625,hard,7.14,9.39,3,Difficult Words,0.125,4.736198448394496,medical equipment,4.56,6.553933404025811,"electronic device, tool",4.4,0.513278388
stretcher,89,image3,thermostat,355,353,0.5283203125,0.1826171875,0.7197265625,easy,8.89,9.39,3,Difficult Words,0,4.736198448394496,medical equipment,4.56,4.07753744390572,NA,4.87,0.513278388
stretcher,89,image4,vase,356,353,0.55029296875,0.17919921875,0.66259765625,distal,7.89,9.39,3,Difficult Words,0,4.736198448394496,medical equipment,4.56,5.2832037287379885,"home decor, container",5,0.513278388
stump,90,image2,log,358,357,0.6640625,0.229736328125,0.84521484375,hard,6.74,7.58,2,Harder Words,0,4.836281906951478,NA,4.78,6.415096959171596,NA,4.96,NA
stump,90,image3,bookshelf,359,357,0.49365234375,0.1705322265625,0.75341796875,easy,7.68,7.58,2,Harder Words,0,4.836281906951478,NA,4.78,2.8903717578961645,furniture,4.93,NA
stump,90,image4,showerhead,360,357,0.57080078125,0.1514892578125,0.67431640625,distal,8.05,7.58,2,Harder Words,0,4.836281906951478,NA,4.78,2.302585092994046,NA,4.93,NA
sunflower,91,image2,pineapple,362,361,0.72216796875,0.2103271484375,0.83837890625,hard,6.25,6,2,Harder Words,0.11111111111111116,3.5553480614894135,plant,4.8,4.875197323201151,"food, fruit",4.94,0.675170068
